hotel,is_canceled,lead_time,arrival_date_year,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,booking_changes,deposit_type,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,total_nights,total_guests,adr_por_pessoa,month_sin,month_cos,conjunto,prob_mlp,pred_mlp,acerto_mlp
City Hotel,0,6,2015,39,24,0,1,1,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,0,Transient,77.0,0,0,1,1,77.0,-1.0,-1.8369701987210297e-16,treino,,,
City Hotel,0,6,2015,39,21,1,3,1,0,0,BB,HUN,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,114.0,0,1,4,1,114.0,-1.0,-1.8369701987210297e-16,teste,0.03521661460399628,0.0,1.0
City Hotel,0,1,2015,39,24,0,1,2,2,0,BB,UKR,Online TA,TA/TO,0,0,0,F,0,No Deposit,0,Contract,215.0,0,2,1,4,53.75,-1.0,-1.8369701987210297e-16,teste,0.012036824598908424,0.0,1.0
City Hotel,0,0,2015,39,23,0,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Contract,164.0,0,1,2,2,82.0,-1.0,-1.8369701987210297e-16,treino,,,
City Hotel,0,5,2015,38,19,2,4,3,0,0,BB,ESP,Direct,Direct,0,0,0,F,0,No Deposit,0,Transient,189.17,0,2,6,3,63.056666666666665,-1.0,-1.8369701987210297e-16,treino,,,
City Hotel,0,7,2015,39,22,0,3,2,0,0,BB,JPN,Online TA,TA/TO,0,0,0,D,0,No Deposit,0,Contract,136.0,0,0,3,2,68.0,-1.0,-1.8369701987210297e-16,treino,,,
City Hotel,0,3,2015,39,22,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,145.0,0,1,3,2,72.5,-1.0,-1.8369701987210297e-16,treino,,,
City Hotel,0,2,2015,39,23,0,2,2,0,0,BB,CN,Direct,Direct,0,0,0,A,1,No Deposit,0,Transient,133.0,0,0,2,2,66.5,-1.0,-1.8369701987210297e-16,treino,,,
City Hotel,0,0,2015,39,21,1,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,0,No Deposit,0,Contract,155.0,0,1,4,2,77.5,-1.0,-1.8369701987210297e-16,teste,0.0030835866928100586,0.0,1.0
City Hotel,0,1,2015,39,22,0,3,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,0,Transient,75.0,0,0,3,2,37.5,-1.0,-1.8369701987210297e-16,treino,,,
City Hotel,1,17,2015,41,5,1,3,2,0,0,BB,PRT,Direct,Direct,0,1,0,D,0,No Deposit,0,Transient,126.0,0,0,4,2,63.0,-0.8660254037844386,0.5000000000000001,treino,,,
City Hotel,1,29,2015,43,23,0,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,0,No Deposit,0,Transient,76.5,0,0,1,2,38.25,-0.8660254037844386,0.5000000000000001,treino,,,
City Hotel,0,4,2015,39,22,0,3,1,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,0,Contract,111.2,0,1,3,1,111.2,-1.0,-1.8369701987210297e-16,treino,,,
City Hotel,0,4,2015,39,22,0,3,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,0,Contract,116.0,0,1,3,2,58.0,-1.0,-1.8369701987210297e-16,treino,,,
City Hotel,0,2,2015,39,23,0,2,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,72.2,0,0,2,1,72.2,-1.0,-1.8369701987210297e-16,treino,,,
City Hotel,0,3,2015,38,19,2,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,0,No Deposit,0,Contract,162.5,0,0,6,2,81.25,-1.0,-1.8369701987210297e-16,treino,,,
City Hotel,0,8,2015,38,19,2,4,2,0,0,BB,BEL,Direct,Direct,0,0,0,A,0,No Deposit,0,Transient,145.67,0,0,6,2,72.835,-1.0,-1.8369701987210297e-16,treino,,,
City Hotel,0,1,2015,39,22,0,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,111.65,0,1,3,2,55.825,-1.0,-1.8369701987210297e-16,treino,,,
City Hotel,1,22,2015,42,13,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,0,No Deposit,0,Transient,126.0,0,0,7,2,63.0,-0.8660254037844386,0.5000000000000001,teste,0.9979369640350342,1.0,1.0
City Hotel,0,0,2015,39,24,0,1,2,0,0,BB,ITA,Direct,Direct,0,0,0,A,0,No Deposit,0,Transient,152.0,0,0,1,2,76.0,-1.0,-1.8369701987210297e-16,treino,,,
City Hotel,0,1,2015,39,22,0,3,1,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,1,No Deposit,0,Transient,111.65,0,1,3,1,111.65,-1.0,-1.8369701987210297e-16,treino,,,
City Hotel,0,10,2015,39,24,0,1,3,0,0,BB,IND,Online TA,TA/TO,0,0,0,A,1,No Deposit,0,Transient,161.0,0,2,1,3,53.666666666666664,-1.0,-1.8369701987210297e-16,treino,,,
City Hotel,0,1,2015,39,20,2,3,2,0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,1,No Deposit,0,Group,102.41,0,0,5,2,51.205,-1.0,-1.8369701987210297e-16,treino,,,
City Hotel,0,3,2015,39,20,2,3,2,0,1,BB,GBR,Direct,Direct,0,0,0,A,0,No Deposit,0,Transient,133.0,0,2,5,3,44.333333333333336,-1.0,-1.8369701987210297e-16,treino,,,
City Hotel,0,0,2015,39,21,1,3,2,0,1,BB,BRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Group,111.65,0,2,4,3,37.21666666666667,-1.0,-1.8369701987210297e-16,treino,,,
City Hotel,0,9,2015,39,20,2,3,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,0,Transient,75.0,0,0,5,2,37.5,-1.0,-1.8369701987210297e-16,treino,,,
City Hotel,0,0,2015,39,23,0,2,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,119.97,0,0,2,2,59.985,-1.0,-1.8369701987210297e-16,treino,,,
City Hotel,0,0,2015,39,20,2,3,1,0,0,BB,PRT,Complementary,Direct,0,0,0,A,2,No Deposit,0,Transient,0.0,0,1,5,1,0.0,-1.0,-1.8369701987210297e-16,treino,,,
City Hotel,0,0,2015,39,21,1,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,0,No Deposit,0,Transient,147.0,0,1,4,2,73.5,-1.0,-1.8369701987210297e-16,treino,,,
City Hotel,0,2,2015,39,20,2,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,0,Transient,75.0,0,0,5,2,37.5,-1.0,-1.8369701987210297e-16,treino,,,
City Hotel,0,8,2015,39,24,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,133.0,0,0,1,2,66.5,-1.0,-1.8369701987210297e-16,treino,,,
City Hotel,0,2,2015,39,23,0,2,2,0,0,SC,IRN,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Contract,133.0,0,0,2,2,66.5,-1.0,-1.8369701987210297e-16,teste,0.012506342492997646,0.0,1.0
City Hotel,1,15,2015,40,2,0,2,2,0,0,BB,PRT,Direct,Direct,0,1,0,A,0,No Deposit,0,Transient,190.0,0,0,2,2,95.0,-0.8660254037844386,0.5000000000000001,teste,0.9787018895149231,1.0,1.0
City Hotel,0,0,2015,39,23,0,2,2,0,1,BB,PRT,Direct,Direct,0,0,0,D,1,No Deposit,0,Transient,145.0,0,1,2,3,48.333333333333336,-1.0,-1.8369701987210297e-16,treino,,,
City Hotel,0,11,2015,39,23,0,3,2,0,0,BB,POL,Direct,Direct,0,0,0,A,0,No Deposit,0,Transient,114.0,0,0,3,2,57.0,-1.0,-1.8369701987210297e-16,teste,0.01583506539463997,0.0,1.0
City Hotel,0,12,2015,39,22,0,4,2,0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Contract,164.0,0,1,4,2,82.0,-1.0,-1.8369701987210297e-16,treino,,,
City Hotel,0,1,2015,39,22,0,4,1,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,0,No Deposit,0,Transient-Party,170.0,0,0,4,1,170.0,-1.0,-1.8369701987210297e-16,teste,0.0014286498771980405,0.0,1.0
City Hotel,0,0,2015,39,25,0,1,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,0,No Deposit,0,Transient,180.0,0,0,1,2,90.0,-1.0,-1.8369701987210297e-16,treino,,,
City Hotel,0,1,2015,39,25,0,1,2,0,0,BB,BRA,Direct,TA/TO,0,0,0,A,0,No Deposit,0,Transient,170.0,0,0,1,2,85.0,-1.0,-1.8369701987210297e-16,teste,0.039477426558732986,0.0,1.0
City Hotel,0,11,2015,39,23,0,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,0,No Deposit,0,Transient,114.0,0,0,3,2,57.0,-1.0,-1.8369701987210297e-16,teste,0.29768770933151245,0.0,1.0
City Hotel,0,7,2015,39,21,1,4,2,0,0,BB,ISR,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Contract,143.2,0,2,5,2,71.6,-1.0,-1.8369701987210297e-16,treino,,,
City Hotel,1,17,2015,42,11,2,5,1,0,0,BB,PRT,Direct,Direct,0,1,0,D,0,No Deposit,0,Transient,128.71,0,0,7,1,128.71,-0.8660254037844386,0.5000000000000001,treino,,,
City Hotel,1,0,2015,39,26,0,1,3,0,0,BB,PRT,Direct,Direct,1,0,0,D,0,No Deposit,0,Transient,200.0,0,0,1,3,66.66666666666667,-1.0,-1.8369701987210297e-16,treino,,,
City Hotel,0,1,2015,39,22,0,4,1,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,2,No Deposit,0,Transient-Party,170.0,0,0,4,1,170.0,-1.0,-1.8369701987210297e-16,treino,,,
City Hotel,1,5,2015,39,26,2,2,3,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,0,Transient,105.0,0,1,4,3,35.0,-1.0,-1.8369701987210297e-16,treino,,,
City Hotel,1,0,2015,39,26,2,1,2,0,0,BB,PRT,Online TA,TA/TO,1,0,0,D,0,No Deposit,0,Transient,180.0,0,2,3,2,90.0,-1.0,-1.8369701987210297e-16,treino,,,
City Hotel,1,0,2015,39,26,0,1,2,0,0,BB,PRT,Direct,Direct,1,0,0,A,0,No Deposit,0,Transient,170.0,0,0,1,2,85.0,-1.0,-1.8369701987210297e-16,treino,,,
City Hotel,0,16,2015,39,25,0,2,1,0,0,BB,CHE,Groups,TA/TO,0,0,0,A,1,No Deposit,0,Transient-Party,170.0,0,0,2,1,170.0,-1.0,-1.8369701987210297e-16,teste,0.00042023853166028857,0.0,1.0
City Hotel,0,6,2015,39,26,0,1,1,0,0,SC,USA,Direct,Direct,0,0,0,A,0,No Deposit,0,Transient,69.0,0,0,1,1,69.0,-1.0,-1.8369701987210297e-16,treino,,,
City Hotel,0,6,2015,39,20,2,5,2,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Contract,138.57,0,1,7,2,69.285,-1.0,-1.8369701987210297e-16,treino,,,
City Hotel,0,6,2015,39,20,2,5,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Contract,138.57,0,2,7,2,69.285,-1.0,-1.8369701987210297e-16,treino,,,
City Hotel,0,16,2015,39,25,0,2,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,3,No Deposit,0,Transient-Party,170.0,0,0,2,1,170.0,-1.0,-1.8369701987210297e-16,treino,,,
City Hotel,0,0,2015,39,26,0,1,1,0,0,BB,USA,Direct,Direct,0,0,0,A,0,No Deposit,0,Transient,180.0,0,0,1,1,180.0,-1.0,-1.8369701987210297e-16,treino,,,
City Hotel,0,16,2015,39,25,0,2,1,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,0,No Deposit,0,Transient-Party,170.0,0,0,2,1,170.0,-1.0,-1.8369701987210297e-16,treino,,,
City Hotel,0,16,2015,39,25,0,2,2,0,0,BB,ITA,Groups,TA/TO,0,0,0,A,1,No Deposit,0,Transient-Party,170.0,0,0,2,2,85.0,-1.0,-1.8369701987210297e-16,teste,0.00833903905004263,0.0,1.0
City Hotel,0,16,2015,39,25,0,2,2,0,0,BB,ITA,Groups,TA/TO,0,0,0,A,0,No Deposit,0,Transient-Party,170.0,0,1,2,2,85.0,-1.0,-1.8369701987210297e-16,treino,,,
City Hotel,0,1,2015,39,26,0,1,2,1,0,BB,AGO,Direct,Direct,0,0,0,A,0,No Deposit,0,Transient,170.0,0,2,1,3,56.666666666666664,-1.0,-1.8369701987210297e-16,treino,,,
City Hotel,0,17,2015,39,26,0,1,1,0,0,BB,USA,Groups,TA/TO,0,0,0,A,1,No Deposit,0,Transient-Party,170.0,0,0,1,1,170.0,-1.0,-1.8369701987210297e-16,treino,,,
City Hotel,0,0,2015,39,26,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,0,No Deposit,0,Transient,180.0,0,0,1,2,90.0,-1.0,-1.8369701987210297e-16,treino,,,
City Hotel,0,16,2015,39,25,0,2,1,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,1,No Deposit,0,Transient-Party,170.0,0,0,2,1,170.0,-1.0,-1.8369701987210297e-16,treino,,,
City Hotel,0,1,2015,39,26,0,1,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,180.0,0,0,1,2,90.0,-1.0,-1.8369701987210297e-16,treino,,,
City Hotel,1,2,2015,40,27,2,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,0,No Deposit,0,Transient,65.0,0,0,2,1,65.0,-1.0,-1.8369701987210297e-16,treino,,,
City Hotel,0,16,2015,39,25,1,2,1,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,1,No Deposit,0,Transient-Party,170.0,0,0,3,1,170.0,-1.0,-1.8369701987210297e-16,treino,,,
City Hotel,0,15,2015,39,24,1,3,2,0,0,BB,ITA,Groups,TA/TO,0,0,0,A,4,No Deposit,0,Transient-Party,170.0,0,0,4,2,85.0,-1.0,-1.8369701987210297e-16,treino,,,
City Hotel,0,17,2015,39,26,1,1,1,0,0,BB,GRC,Groups,TA/TO,0,0,0,A,2,No Deposit,0,Transient-Party,170.0,0,0,2,1,170.0,-1.0,-1.8369701987210297e-16,treino,,,
City Hotel,0,17,2015,39,26,1,1,1,0,0,BB,FRA,Groups,TA/TO,0,0,0,A,1,No Deposit,0,Transient-Party,170.0,0,1,2,1,170.0,-1.0,-1.8369701987210297e-16,teste,0.00018388590251561254,0.0,1.0
City Hotel,0,18,2015,40,27,1,0,1,0,0,BB,SWE,Groups,TA/TO,0,0,0,A,1,No Deposit,0,Transient-Party,170.0,0,0,1,1,170.0,-1.0,-1.8369701987210297e-16,treino,,,
City Hotel,0,6,2015,40,27,1,0,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Contract,206.0,0,1,1,1,206.0,-1.0,-1.8369701987210297e-16,treino,,,
City Hotel,0,16,2015,39,25,1,2,2,0,0,BB,ITA,Groups,TA/TO,0,0,0,A,1,No Deposit,0,Transient-Party,170.0,0,0,3,2,85.0,-1.0,-1.8369701987210297e-16,teste,0.0055924067273736,0.0,1.0
City Hotel,0,11,2015,39,25,1,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,0,No Deposit,0,Transient,200.0,0,1,3,2,100.0,-1.0,-1.8369701987210297e-16,teste,0.4231073558330536,1.0,0.0
City Hotel,0,18,2015,40,27,1,0,1,0,0,BB,ITA,Groups,TA/TO,0,0,0,A,3,No Deposit,0,Transient-Party,170.0,0,0,1,1,170.0,-1.0,-1.8369701987210297e-16,treino,,,
City Hotel,0,18,2015,40,27,1,0,1,0,0,BB,ITA,Groups,TA/TO,0,0,0,A,2,No Deposit,0,Transient-Party,170.0,0,0,1,1,170.0,-1.0,-1.8369701987210297e-16,treino,,,
City Hotel,0,3,2015,39,25,1,2,2,0,0,BB,JPN,Groups,TA/TO,0,0,0,A,0,No Deposit,0,Transient-Party,170.0,0,0,3,2,85.0,-1.0,-1.8369701987210297e-16,treino,,,
City Hotel,0,12,2015,39,26,1,1,2,0,0,BB,USA,Direct,Direct,0,0,0,A,0,No Deposit,0,Transient,200.0,0,1,2,2,100.0,-1.0,-1.8369701987210297e-16,treino,,,
City Hotel,0,0,2015,40,27,1,0,2,0,0,BB,ESP,Direct,Direct,0,0,0,A,0,No Deposit,0,Transient,170.0,0,0,1,2,85.0,-1.0,-1.8369701987210297e-16,treino,,,
City Hotel,1,11,2015,40,2,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,B,0,No Deposit,0,Contract,153.5,0,1,2,2,76.75,-0.8660254037844386,0.5000000000000001,treino,,,
City Hotel,1,48,2015,46,12,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,D,0,No Deposit,0,Contract,115.2,0,2,4,2,57.6,-0.5000000000000004,0.8660254037844384,treino,,,
City Hotel,1,33,2015,43,21,0,4,1,0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,0,No Deposit,0,Transient,17.6,0,1,4,1,17.6,-0.8660254037844386,0.5000000000000001,treino,,,
City Hotel,0,5,2015,40,27,1,0,2,0,0,BB,ESP,Groups,TA/TO,0,0,0,A,0,No Deposit,0,Transient-Party,170.0,0,0,1,2,85.0,-1.0,-1.8369701987210297e-16,treino,,,
City Hotel,0,12,2015,39,24,1,3,2,0,0,SC,SVK,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,178.5,0,1,4,2,89.25,-1.0,-1.8369701987210297e-16,teste,0.01870034821331501,0.0,1.0
City Hotel,1,32,2015,43,20,1,5,1,0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,0,No Deposit,0,Transient,79.11,0,0,6,1,79.11,-0.8660254037844386,0.5000000000000001,treino,,,
City Hotel,0,9,2015,39,24,1,3,2,0,0,BB,RUS,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Contract,190.5,0,2,4,2,95.25,-1.0,-1.8369701987210297e-16,treino,,,
City Hotel,0,2,2015,40,27,1,0,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,0,No Deposit,0,Transient,85.0,1,0,1,2,42.5,-1.0,-1.8369701987210297e-16,teste,9.86078885034658e-06,0.0,1.0
City Hotel,0,0,2015,39,26,1,1,1,0,0,BB,PRT,Complementary,Direct,0,0,0,A,1,No Deposit,0,Transient,170.0,0,0,2,1,170.0,-1.0,-1.8369701987210297e-16,teste,0.12660886347293854,0.0,1.0
City Hotel,0,16,2015,39,25,1,2,1,0,0,BB,HRV,Groups,TA/TO,0,0,0,A,1,No Deposit,0,Transient-Party,170.0,0,0,3,1,170.0,-1.0,-1.8369701987210297e-16,treino,,,
City Hotel,1,19,2015,41,7,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,1,0,A,0,No Deposit,0,Transient,85.5,0,0,1,1,85.5,-0.8660254037844386,0.5000000000000001,treino,,,
City Hotel,0,18,2015,40,27,2,0,1,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,1,No Deposit,0,Transient-Party,170.0,0,0,2,1,170.0,-1.0,-1.8369701987210297e-16,treino,,,
City Hotel,0,17,2015,39,26,2,1,1,0,0,BB,ITA,Groups,TA/TO,0,0,0,A,2,No Deposit,0,Transient-Party,170.0,0,0,3,1,170.0,-1.0,-1.8369701987210297e-16,treino,,,
City Hotel,0,9,2015,39,20,4,5,2,0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Contract,169.11,0,0,9,2,84.555,-1.0,-1.8369701987210297e-16,teste,0.023180043324828148,0.0,1.0
City Hotel,0,16,2015,39,25,2,2,1,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,0,No Deposit,0,Transient-Party,170.0,0,0,4,1,170.0,-1.0,-1.8369701987210297e-16,treino,,,
City Hotel,0,16,2015,39,25,2,2,2,0,0,BB,ITA,Groups,TA/TO,0,0,0,A,0,No Deposit,0,Transient-Party,170.0,0,0,4,2,85.0,-1.0,-1.8369701987210297e-16,treino,,,
City Hotel,0,16,2015,39,25,2,2,1,0,0,BB,BEL,Groups,TA/TO,0,0,0,A,1,No Deposit,0,Transient-Party,170.0,0,0,4,1,170.0,-1.0,-1.8369701987210297e-16,treino,,,
City Hotel,0,14,2015,39,26,2,1,1,0,0,SC,AUT,Online TA,TA/TO,0,0,0,A,0,No Deposit,0,Transient,200.0,0,0,3,1,200.0,-1.0,-1.8369701987210297e-16,treino,,,
City Hotel,0,17,2015,39,26,2,1,1,0,0,BB,USA,Groups,TA/TO,0,0,0,A,1,No Deposit,0,Transient-Party,170.0,0,0,3,1,170.0,-1.0,-1.8369701987210297e-16,treino,,,
City Hotel,0,6,2015,40,28,1,0,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,No Deposit,0,Transient-Party,170.0,0,0,1,1,170.0,-1.0,-1.8369701987210297e-16,treino,,,
City Hotel,0,5,2015,40,27,2,0,1,0,0,BB,ESP,Groups,TA/TO,0,0,0,A,0,No Deposit,0,Transient-Party,170.0,0,0,2,1,170.0,-1.0,-1.8369701987210297e-16,treino,,,
City Hotel,0,5,2015,40,28,1,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,0,No Deposit,0,Transient,65.0,0,0,1,1,65.0,-1.0,-1.8369701987210297e-16,teste,0.1707615703344345,0.0,1.0
City Hotel,0,5,2015,46,8,1,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,1,A,0,No Deposit,0,Transient,65.0,0,0,1,1,65.0,-0.5000000000000004,0.8660254037844384,teste,0.1458674669265747,0.0,1.0
City Hotel,0,4,2016,8,14,2,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,2,A,1,No Deposit,0,Transient-Party,68.0,0,0,3,1,68.0,0.8660254037844386,0.5000000000000001,teste,0.038847796618938446,0.0,1.0
City Hotel,0,6,2015,42,12,1,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,1,A,0,No Deposit,0,Transient,65.0,0,0,1,1,65.0,-0.8660254037844386,0.5000000000000001,treino,,,
City Hotel,0,4,2016,8,14,2,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,2,A,1,No Deposit,0,Transient-Party,66.0,0,0,3,1,66.0,0.8660254037844386,0.5000000000000001,treino,,,
City Hotel,0,18,2015,40,27,2,0,1,0,0,BB,IRL,Groups,TA/TO,0,0,0,A,1,No Deposit,0,Transient-Party,170.0,0,0,2,1,170.0,-1.0,-1.8369701987210297e-16,treino,,,
City Hotel,0,18,2015,40,27,2,0,2,0,0,BB,ITA,Groups,TA/TO,0,0,0,A,1,No Deposit,0,Transient-Party,170.0,0,0,2,2,85.0,-1.0,-1.8369701987210297e-16,teste,0.005966736935079098,0.0,1.0
City Hotel,0,17,2015,39,26,2,1,2,0,0,BB,ITA,Groups,TA/TO,0,0,0,A,1,No Deposit,0,Transient-Party,170.0,0,0,3,2,85.0,-1.0,-1.8369701987210297e-16,treino,,,
City Hotel,0,16,2015,39,25,2,2,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,No Deposit,0,Transient-Party,170.0,0,0,4,1,170.0,-1.0,-1.8369701987210297e-16,teste,0.16072937846183777,0.0,1.0
City Hotel,0,0,2015,40,28,1,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,0,No Deposit,0,Transient,40.0,0,0,1,1,40.0,-1.0,-1.8369701987210297e-16,treino,,,
City Hotel,0,6,2016,6,3,0,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,1,A,0,No Deposit,0,Transient,41.0,0,0,1,1,41.0,0.8660254037844386,0.5000000000000001,treino,,,
City Hotel,0,16,2015,39,25,2,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,No Deposit,0,Transient-Party,180.0,0,0,4,2,90.0,-1.0,-1.8369701987210297e-16,treino,,,
City Hotel,0,16,2015,39,25,2,2,2,0,0,BB,ITA,Groups,TA/TO,0,0,0,A,0,No Deposit,0,Transient-Party,170.0,0,1,4,2,85.0,-1.0,-1.8369701987210297e-16,treino,,,
City Hotel,0,16,2015,39,25,2,2,1,0,0,BB,BEL,Groups,TA/TO,0,0,0,A,0,No Deposit,0,Transient-Party,170.0,0,0,4,1,170.0,-1.0,-1.8369701987210297e-16,teste,0.000449654326075688,0.0,1.0
City Hotel,0,19,2015,40,28,1,0,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,1,No Deposit,0,Transient-Party,170.0,0,0,1,1,170.0,-1.0,-1.8369701987210297e-16,treino,,,
City Hotel,0,16,2015,39,25,2,2,2,1,0,BB,ITA,Groups,TA/TO,0,0,0,A,1,No Deposit,0,Transient-Party,185.0,0,0,4,3,61.666666666666664,-1.0,-1.8369701987210297e-16,treino,,,
City Hotel,0,17,2015,39,26,2,1,2,0,0,BB,ITA,Groups,TA/TO,0,0,0,A,2,No Deposit,0,Transient-Party,170.0,0,0,3,2,85.0,-1.0,-1.8369701987210297e-16,treino,,,
City Hotel,0,0,2015,39,25,2,2,2,0,0,BB,UKR,Online TA,TA/TO,0,0,0,D,0,No Deposit,0,Transient,180.0,0,1,4,2,90.0,-1.0,-1.8369701987210297e-16,teste,0.017174864187836647,0.0,1.0
City Hotel,0,19,2015,40,28,1,0,1,0,0,BB,CHE,Groups,TA/TO,0,0,0,A,1,No Deposit,0,Transient-Party,170.0,0,0,1,1,170.0,-1.0,-1.8369701987210297e-16,treino,,,
City Hotel,0,17,2015,39,26,2,1,1,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,1,No Deposit,0,Transient-Party,170.0,0,0,3,1,170.0,-1.0,-1.8369701987210297e-16,teste,0.00037042846088297665,0.0,1.0
City Hotel,0,17,2015,39,26,2,1,1,0,0,BB,USA,Groups,TA/TO,0,0,0,A,2,No Deposit,0,Transient-Party,170.0,0,0,3,1,170.0,-1.0,-1.8369701987210297e-16,treino,,,
City Hotel,1,14,2015,40,1,2,7,1,0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,0,No Deposit,0,Contract,122.11,0,1,9,1,122.11,-0.8660254037844386,0.5000000000000001,treino,,,
City Hotel,1,73,2015,48,27,0,1,1,0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,0,No Deposit,0,Contract,73.8,0,2,1,1,73.8,-0.5000000000000004,0.8660254037844384,treino,,,
City Hotel,1,235,2016,20,11,0,1,1,0,0,BB,PRT,Online TA,TA/TO,0,1,0,C,0,No Deposit,0,Transient,112.0,0,1,1,1,112.0,0.49999999999999994,-0.8660254037844387,teste,0.9881178736686707,1.0,1.0
City Hotel,0,17,2015,39,26,2,1,1,0,0,BB,ESP,Groups,TA/TO,0,0,0,A,2,No Deposit,0,Transient-Party,170.0,0,0,3,1,170.0,-1.0,-1.8369701987210297e-16,treino,,,
City Hotel,0,16,2015,39,25,2,2,1,0,0,BB,ITA,Groups,TA/TO,0,0,0,A,0,No Deposit,0,Transient-Party,170.0,0,0,4,1,170.0,-1.0,-1.8369701987210297e-16,treino,,,
City Hotel,0,16,2015,39,25,2,2,2,0,0,BB,ITA,Groups,TA/TO,0,0,0,A,1,No Deposit,0,Transient-Party,170.0,0,0,4,2,85.0,-1.0,-1.8369701987210297e-16,treino,,,
City Hotel,0,16,2015,39,25,2,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,No Deposit,0,Transient-Party,170.0,0,1,4,2,85.0,-1.0,-1.8369701987210297e-16,treino,,,
